Order ID,Order Date,Ship Date,Ship Mode,Customer ID,City,State/Province,Region,Division,Product ID,Product Name,Sales,Units,Cost,Gross Profit,Factory,Distance_KM,Lead_Time_Days,Factory_Lat,Factory_Lon,Customer_Lat,Customer_Lon
ORD-501494,2023-02-12,2023-02-14,Express,CUST-4367,Chicago,IL,Midwest,Sugar,PRD-S-005,Everlasting Gobstopper,55762.67,2627,32210.94,22507.08,Secret Factory,248.54,2.75,41.446333,-90.565487,41.8781,-87.6298
ORD-679092,2023-05-06,2023-05-09,Same-Day,CUST-8467,Los Angeles,CA,West,Sugar,PRD-S-003,Nerds,24227.24,1018,18333.29,3444.22,Sugar Shack,2406.41,3.24,48.11914,-96.18115,34.0522,-118.2437
ORD-560764,2023-02-26,2023-03-06,Standard,CUST-7478,Philadelphia,PA,East,Sugar,PRD-S-002,SweeTARTS,41489.74,3881,22287.38,19202.359999999997,Sugar Shack,1900.9,8.31,48.11914,-96.18115,39.9526,-75.1652
ORD-445509,2023-02-04,2023-02-09,Standard,CUST-4937,Philadelphia,PA,East,Chocolate,PRD-C-004,Wonka Bar - Milk Chocolate,19551.62,892,10186.79,7537.1,Wicked Choccy's,1024.51,5.45,32.076176,-81.088371,39.9526,-75.1652
ORD-559192,2023-12-26,2023-12-30,Express,CUST-6665,Dallas,TX,South,Other,PRD-O-001,Fizzy Lifting Drinks,40227.4,3854,26989.23,2713.46,Sugar Shack,1706.78,4.49,48.11914,-96.18115,32.7767,-96.797
ORD-135362,2023-04-14,2023-04-18,Same-Day,CUST-2471,San Jose,CA,West,Other,PRD-O-002,Lickable Wallpaper,102959.05,4822,73909.13,15959.43,Secret Factory,2714.74,4.44,41.446333,-90.565487,37.3382,-121.8863
ORD-970546,2023-05-25,2023-05-31,Standard,CUST-3949,Dallas,TX,South,Other,PRD-O-004,Kazookles,56479.14,1679,32698.8,21493.16,The Other Factory,681.11,6.27,35.1175,-89.971107,32.7767,-96.797
ORD-108726,2023-07-07,2023-07-11,Same-Day,CUST-7217,San Jose,CA,West,Sugar,PRD-S-006,Hair Toffee,87160.39,4422,49334.38,25180.14,The Other Factory,2859.76,4.7,35.1175,-89.971107,37.3382,-121.8863
ORD-130536,2023-08-02,2023-08-06,Standard,CUST-4896,Los Angeles,CA,West,Chocolate,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,46386.21,3316,34180.47,8130.42,Lot's O' Nuts,614.49,4.54,32.881893,-111.768036,34.0522,-118.2437
ORD-886793,2023-06-15,2023-06-18,Same-Day,CUST-1839,Philadelphia,PA,East,Sugar,PRD-S-001,Laffy Taffy,13631.37,507,7658.91,5008.7,Sugar Shack,1900.9,3.73,48.11914,-96.18115,39.9526,-75.1652
ORD-770608,2023-08-01,2023-08-06,Express,CUST-2719,New York,NY,East,Sugar,PRD-S-002,SweeTARTS,90930.98,4011,48937.38,29575.29,Sugar Shack,1935.04,5.55,48.11914,-96.18115,40.7128,-74.006
ORD-868939,2023-04-07,2023-04-14,Standard,CUST-7964,New York,NY,East,Sugar,PRD-S-002,SweeTARTS,45813.77,1801,23591.49,15252.28,Sugar Shack,1935.04,7.36,48.11914,-96.18115,40.7128,-74.006
ORD-542386,2023-05-06,2023-05-10,Same-Day,CUST-2868,San Jose,CA,West,Other,PRD-O-001,Fizzy Lifting Drinks,37350.65,1180,19680.06,14837.4,Sugar Shack,2401.01,4.09,48.11914,-96.18115,37.3382,-121.8863
ORD-704466,2023-01-07,2023-01-11,Same-Day,CUST-2630,San Jose,CA,West,Sugar,PRD-S-005,Everlasting Gobstopper,54186.01,3760,28325.22,15653.35,Secret Factory,2714.74,4.65,41.446333,-90.565487,37.3382,-121.8863
ORD-669973,2023-07-16,2023-07-18,Same-Day,CUST-1687,New York,NY,East,Chocolate,PRD-C-004,Wonka Bar - Milk Chocolate,14907.22,952,10929.58,2883.07,Wicked Choccy's,1149.76,2.9,32.076176,-81.088371,40.7128,-74.006
ORD-742614,2023-01-16,2023-01-25,Standard,CUST-4403,San Diego,CA,West,Chocolate,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,94945.09,3914,71801.6,-3245.12,Wicked Choccy's,3371.05,9.24,32.076176,-81.088371,32.7157,-117.1611
ORD-468417,2023-06-19,2023-06-26,Standard,CUST-6367,San Diego,CA,West,Sugar,PRD-S-004,Fun Dip,14289.12,1575,8108.72,-1543.63,Sugar Shack,2452.07,7.96,48.11914,-96.18115,32.7157,-117.1611
ORD-159731,2023-12-05,2023-12-09,Same-Day,CUST-6322,New York,NY,East,Sugar,PRD-S-001,Laffy Taffy,122234.99,3745,71681.82,43306.45,Sugar Shack,1935.04,4.0,48.11914,-96.18115,40.7128,-74.006
ORD-311799,2023-04-06,2023-04-11,Express,CUST-4224,San Jose,CA,West,Sugar,PRD-S-005,Everlasting Gobstopper,82673.36,2885,43153.2,26988.9,Secret Factory,2714.74,5.68,41.446333,-90.565487,37.3382,-121.8863
ORD-308773,2023-05-12,2023-05-13,Same-Day,CUST-1119,Chicago,IL,Midwest,Sugar,PRD-S-005,Everlasting Gobstopper,24598.15,736,13865.96,10549.27,Secret Factory,248.54,1.4,41.446333,-90.565487,41.8781,-87.6298
ORD-350488,2023-03-14,2023-03-16,Same-Day,CUST-3213,Dallas,TX,South,Sugar,PRD-S-001,Laffy Taffy,2662.75,185,1530.07,816.93,Sugar Shack,1706.78,2.83,48.11914,-96.18115,32.7767,-96.797
ORD-620614,2023-03-13,2023-03-17,Same-Day,CUST-4767,San Antonio,TX,South,Sugar,PRD-S-003,Nerds,114430.46,4011,77080.83,28973.92,Sugar Shack,2088.19,4.21,48.11914,-96.18115,29.4241,-98.4936
ORD-113984,2023-01-07,2023-01-11,Standard,CUST-8995,Dallas,TX,South,Sugar,PRD-S-005,Everlasting Gobstopper,124278.63,3694,68859.53,47215.52,Secret Factory,1110.39,4.51,41.446333,-90.565487,32.7767,-96.797
ORD-864544,2023-08-03,2023-08-07,Express,CUST-4971,San Antonio,TX,South,Other,PRD-O-003,Wonka Gum,27454.15,1672,15639.41,7759.43,Secret Factory,1515.89,4.46,41.446333,-90.565487,29.4241,-98.4936
ORD-816587,2023-06-29,2023-07-02,Same-Day,CUST-1751,San Diego,CA,West,Sugar,PRD-S-006,Hair Toffee,15606.34,621,9428.61,4615.73,The Other Factory,2515.31,3.85,35.1175,-89.971107,32.7157,-117.1611
ORD-163078,2023-04-12,2023-04-18,Standard,CUST-4615,San Antonio,TX,South,Chocolate,PRD-C-004,Wonka Bar - Milk Chocolate,19193.66,2722,14591.81,-4583.55,Wicked Choccy's,1687.25,6.1,32.076176,-81.088371,29.4241,-98.4936
ORD-862431,2023-05-05,2023-05-13,Standard,CUST-8841,Philadelphia,PA,East,Other,PRD-O-001,Fizzy Lifting Drinks,19750.8,972,10620.42,5435.04,Sugar Shack,1900.9,8.78,48.11914,-96.18115,39.9526,-75.1652
ORD-468251,2023-10-12,2023-10-17,Express,CUST-4950,Phoenix,AZ,West,Other,PRD-O-002,Lickable Wallpaper,42158.05,1974,22084.26,13475.68,Secret Factory,2089.07,5.7,41.446333,-90.565487,33.4484,-112.074
ORD-295610,2023-01-07,2023-01-11,Same-Day,CUST-3103,Phoenix,AZ,West,Chocolate,PRD-C-004,Wonka Bar - Milk Chocolate,1135.83,80,602.58,301.99,Wicked Choccy's,2890.68,4.93,32.076176,-81.088371,33.4484,-112.074
ORD-236373,2023-07-25,2023-07-29,Same-Day,CUST-4021,San Jose,CA,West,Other,PRD-O-004,Kazookles,27303.84,1155,16804.52,7196.29,The Other Factory,2859.76,4.74,35.1175,-89.971107,37.3382,-121.8863
ORD-916766,2023-11-06,2023-11-12,Standard,CUST-4054,New York,NY,East,Chocolate,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,17072.43,715,12657.31,2770.98,Wicked Choccy's,1149.76,6.21,32.076176,-81.088371,40.7128,-74.006
ORD-532917,2023-10-19,2023-10-24,Same-Day,CUST-6766,San Jose,CA,West,Chocolate,PRD-C-004,Wonka Bar - Milk Chocolate,3584.88,142,1934.25,1118.74,Wicked Choccy's,3745.71,5.07,32.076176,-81.088371,37.3382,-121.8863
ORD-807073,2023-08-03,2023-08-06,Same-Day,CUST-9584,Dallas,TX,South,Sugar,PRD-S-003,Nerds,65726.72,2299,42446.37,19356.45,Sugar Shack,1706.78,3.61,48.11914,-96.18115,32.7767,-96.797
ORD-922844,2023-12-04,2023-12-08,Standard,CUST-5781,San Diego,CA,West,Chocolate,PRD-C-002,Wonka Bar - Fudge Mallows,23780.67,1870,13864.34,8030.02,Lot's O' Nuts,504.36,4.76,32.881893,-111.768036,32.7157,-117.1611
ORD-354668,2023-06-02,2023-06-09,Standard,CUST-4773,Chicago,IL,Midwest,Chocolate,PRD-C-003,Wonka Bar - Scrumdiddlyumptious,19405.94,1720,14213.23,-2873.91,Lot's O' Nuts,2344.95,7.55,32.881893,-111.768036,41.8781,-87.6298
ORD-299110,2023-01-20,2023-01-23,Same-Day,CUST-1473,New York,NY,East,Other,PRD-O-004,Kazookles,31463.4,1406,20133.14,9179.79,The Other Factory,1529.49,3.15,35.1175,-89.971107,40.7128,-74.006
ORD-278044,2023-03-08,2023-03-10,Same-Day,CUST-1391,Houston,TX,South,Sugar,PRD-S-005,Everlasting Gobstopper,73671.42,4176,51596.68,16355.83,Secret Factory,1369.47,2.38,41.446333,-90.565487,29.7604,-95.3698
ORD-187877,2023-08-20,2023-08-25,Standard,CUST-9379,Chicago,IL,Midwest,Sugar,PRD-S-001,Laffy Taffy,48286.83,2717,28142.46,14899.84,Sugar Shack,965.13,5.01,48.11914,-96.18115,41.8781,-87.6298
ORD-395165,2023-08-10,2023-08-13,Same-Day,CUST-5942,San Antonio,TX,South,Chocolate,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,15128.9,1009,9066.0,4731.74,Lot's O' Nuts,1319.3,3.12,32.881893,-111.768036,29.4241,-98.4936
ORD-347715,2023-04-29,2023-05-07,Standard,CUST-1234,Houston,TX,South,Sugar,PRD-S-003,Nerds,39974.9,3488,24350.98,1374.93,Sugar Shack,2042.57,8.25,48.11914,-96.18115,29.7604,-95.3698
ORD-356042,2023-01-18,2023-01-23,Express,CUST-8207,San Jose,CA,West,Other,PRD-O-001,Fizzy Lifting Drinks,25248.06,1577,15580.12,3609.72,Sugar Shack,2401.01,5.57,48.11914,-96.18115,37.3382,-121.8863
ORD-108239,2023-07-17,2023-07-20,Same-Day,CUST-4784,Phoenix,AZ,West,Sugar,PRD-S-003,Nerds,43084.57,4786,30722.26,2306.01,Sugar Shack,2101.19,3.22,48.11914,-96.18115,33.4484,-112.074
ORD-130429,2023-09-13,2023-09-16,Same-Day,CUST-2665,San Antonio,TX,South,Sugar,PRD-S-001,Laffy Taffy,42477.47,2583,22531.99,14551.7,Sugar Shack,2088.19,3.15,48.11914,-96.18115,29.4241,-98.4936
ORD-844824,2023-05-01,2023-05-03,Same-Day,CUST-4311,Dallas,TX,South,Sugar,PRD-S-005,Everlasting Gobstopper,41779.98,1375,26824.09,13429.1,Secret Factory,1110.39,2.69,41.446333,-90.565487,32.7767,-96.797
ORD-930571,2023-08-25,2023-08-28,Same-Day,CUST-9795,Dallas,TX,South,Chocolate,PRD-C-002,Wonka Bar - Fudge Mallows,30937.21,1585,20660.95,8060.89,Lot's O' Nuts,1397.71,3.47,32.881893,-111.768036,32.7767,-96.797
ORD-915704,2023-12-24,2023-12-26,Same-Day,CUST-6499,Dallas,TX,South,Sugar,PRD-S-006,Hair Toffee,37521.49,4160,21305.59,13382.49,The Other Factory,681.11,2.37,35.1175,-89.971107,32.7767,-96.797
ORD-989875,2023-03-18,2023-03-25,Standard,CUST-6892,Chicago,IL,Midwest,Chocolate,PRD-C-002,Wonka Bar - Fudge Mallows,17113.21,792,8761.07,4637.74,Lot's O' Nuts,2344.95,7.22,32.881893,-111.768036,41.8781,-87.6298
ORD-297440,2023-12-30,2024-01-06,Express,CUST-3218,Philadelphia,PA,East,Chocolate,PRD-C-002,Wonka Bar - Fudge Mallows,157898.72,4476,84024.39,49930.68,Lot's O' Nuts,3343.34,7.52,32.881893,-111.768036,39.9526,-75.1652
ORD-677439,2023-03-03,2023-03-10,Standard,CUST-9970,San Diego,CA,West,Sugar,PRD-S-004,Fun Dip,10275.82,384,6103.32,2289.31,Sugar Shack,2452.07,7.93,48.11914,-96.18115,32.7157,-117.1611
ORD-172458,2023-09-22,2023-09-28,Standard,CUST-7747,Chicago,IL,Midwest,Chocolate,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,20670.49,2221,11397.41,3790.8,Wicked Choccy's,1234.19,6.35,32.076176,-81.088371,41.8781,-87.6298
ORD-502706,2023-10-22,2023-10-26,Express,CUST-3397,New York,NY,East,Sugar,PRD-S-004,Fun Dip,46979.6,3241,26124.29,10820.97,Sugar Shack,1935.04,4.99,48.11914,-96.18115,40.7128,-74.006
ORD-797839,2023-03-15,2023-03-22,Express,CUST-9045,Phoenix,AZ,West,Chocolate,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,40295.61,2782,29091.07,-1662.46,Wicked Choccy's,2890.68,7.83,32.076176,-81.088371,33.4484,-112.074
ORD-394179,2023-12-03,2023-12-08,Standard,CUST-5858,Chicago,IL,Midwest,Sugar,PRD-S-003,Nerds,20181.69,738,14493.47,4263.68,Sugar Shack,965.13,5.12,48.11914,-96.18115,41.8781,-87.6298
ORD-391731,2023-08-22,2023-08-25,Same-Day,CUST-7191,San Jose,CA,West,Other,PRD-O-004,Kazookles,59864.81,2944,40291.56,11154.11,The Other Factory,2859.76,3.52,35.1175,-89.971107,37.3382,-121.8863
ORD-869441,2023-02-20,2023-02-24,Express,CUST-1044,Houston,TX,South,Sugar,PRD-S-003,Nerds,58040.29,4149,38604.25,5876.62,Sugar Shack,2042.57,4.58,48.11914,-96.18115,29.7604,-95.3698
ORD-631893,2023-08-05,2023-08-11,Express,CUST-8458,San Diego,CA,West,Other,PRD-O-001,Fizzy Lifting Drinks,20262.96,1335,14397.02,628.31,Sugar Shack,2452.07,6.04,48.11914,-96.18115,32.7157,-117.1611
ORD-410668,2023-11-23,2023-11-28,Same-Day,CUST-9334,New York,NY,East,Chocolate,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,6160.24,582,3849.51,305.9,Lot's O' Nuts,3444.71,5.1,32.881893,-111.768036,40.7128,-74.006
ORD-757574,2023-01-28,2023-02-01,Standard,CUST-9354,Chicago,IL,Midwest,Other,PRD-O-004,Kazookles,80081.9,4214,46158.37,27360.0,The Other Factory,778.78,4.38,35.1175,-89.971107,41.8781,-87.6298
ORD-733440,2023-01-09,2023-01-12,Same-Day,CUST-6092,Dallas,TX,South,Chocolate,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,51467.98,2381,30658.72,17481.32,Lot's O' Nuts,1397.71,3.82,32.881893,-111.768036,32.7767,-96.797
ORD-251474,2023-07-18,2023-07-21,Express,CUST-7736,Philadelphia,PA,East,Sugar,PRD-S-006,Hair Toffee,65783.64,2321,46256.45,14292.34,The Other Factory,1409.64,3.43,35.1175,-89.971107,39.9526,-75.1652
ORD-910934,2023-01-31,2023-02-08,Standard,CUST-6125,San Jose,CA,West,Sugar,PRD-S-002,SweeTARTS,17616.31,1031,12485.45,179.99,Sugar Shack,2401.01,8.14,48.11914,-96.18115,37.3382,-121.8863
ORD-708753,2023-03-15,2023-03-18,Same-Day,CUST-7661,Los Angeles,CA,West,Other,PRD-O-001,Fizzy Lifting Drinks,19286.3,1225,10018.4,6320.04,Sugar Shack,2406.41,3.78,48.11914,-96.18115,34.0522,-118.2437
ORD-516572,2023-09-05,2023-09-08,Same-Day,CUST-4672,San Antonio,TX,South,Sugar,PRD-S-001,Laffy Taffy,87096.67,4840,45306.49,31683.37,Sugar Shack,2088.19,3.88,48.11914,-96.18115,29.4241,-98.4936
ORD-953930,2023-08-19,2023-08-22,Same-Day,CUST-2319,San Diego,CA,West,Sugar,PRD-S-004,Fun Dip,150770.55,4881,77396.54,61405.44,Sugar Shack,2452.07,3.81,48.11914,-96.18115,32.7157,-117.1611
ORD-554523,2023-09-25,2023-09-29,Same-Day,CUST-4260,San Diego,CA,West,Sugar,PRD-S-005,Everlasting Gobstopper,20464.24,981,12706.32,5267.91,Secret Factory,2538.23,4.18,41.446333,-90.565487,32.7157,-117.1611
ORD-321982,2023-04-22,2023-04-26,Express,CUST-3688,Dallas,TX,South,Sugar,PRD-S-003,Nerds,91004.36,3423,56524.9,25131.75,Sugar Shack,1706.78,4.66,48.11914,-96.18115,32.7767,-96.797
ORD-825621,2023-07-17,2023-07-22,Standard,CUST-7419,Dallas,TX,South,Other,PRD-O-001,Fizzy Lifting Drinks,27383.64,1870,20540.22,460.06,Sugar Shack,1706.78,5.98,48.11914,-96.18115,32.7767,-96.797
ORD-715769,2023-03-10,2023-03-14,Same-Day,CUST-6274,Chicago,IL,Midwest,Chocolate,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,6084.66,286,3496.1,1917.91,Lot's O' Nuts,2344.95,4.54,32.881893,-111.768036,41.8781,-87.6298
ORD-460243,2023-12-30,2024-01-05,Standard,CUST-2778,San Antonio,TX,South,Sugar,PRD-S-005,Everlasting Gobstopper,54392.9,2064,38848.37,9286.93,Secret Factory,1515.89,6.93,41.446333,-90.565487,29.4241,-98.4936
ORD-255388,2023-03-08,2023-03-15,Express,CUST-6614,Los Angeles,CA,West,Chocolate,PRD-C-004,Wonka Bar - Milk Chocolate,13834.81,1437,8948.52,-3047.02,Wicked Choccy's,3450.46,7.31,32.076176,-81.088371,34.0522,-118.2437
ORD-255427,2023-05-11,2023-05-14,Same-Day,CUST-6657,Philadelphia,PA,East,Other,PRD-O-002,Lickable Wallpaper,25347.81,2106,17451.73,5143.39,Secret Factory,1307.07,3.4,41.446333,-90.565487,39.9526,-75.1652
ORD-172554,2023-02-01,2023-02-04,Same-Day,CUST-1982,Dallas,TX,South,Chocolate,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,44522.45,4867,33602.83,4116.99,Lot's O' Nuts,1397.71,3.1,32.881893,-111.768036,32.7767,-96.797
ORD-396409,2023-04-09,2023-04-17,Express,CUST-5642,Los Angeles,CA,West,Chocolate,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,31032.03,1171,18467.29,6099.95,Wicked Choccy's,3450.46,8.24,32.076176,-81.088371,34.0522,-118.2437
ORD-567743,2023-03-19,2023-03-25,Express,CUST-8903,Houston,TX,South,Sugar,PRD-S-004,Fun Dip,21493.75,1159,13488.25,4217.74,Sugar Shack,2042.57,6.56,48.11914,-96.18115,29.7604,-95.3698
ORD-742992,2023-11-28,2023-12-04,Express,CUST-2750,Los Angeles,CA,West,Other,PRD-O-001,Fizzy Lifting Drinks,27447.26,2437,17405.15,659.04,Sugar Shack,2406.41,6.17,48.11914,-96.18115,34.0522,-118.2437
ORD-581827,2023-09-10,2023-09-16,Standard,CUST-8488,New York,NY,East,Other,PRD-O-004,Kazookles,17002.73,1468,11351.79,1160.35,The Other Factory,1529.49,6.82,35.1175,-89.971107,40.7128,-74.006
ORD-270503,2023-10-28,2023-10-31,Same-Day,CUST-5715,Chicago,IL,Midwest,Other,PRD-O-001,Fizzy Lifting Drinks,14345.05,912,10824.68,2640.16,Sugar Shack,965.13,3.28,48.11914,-96.18115,41.8781,-87.6298
ORD-604780,2023-06-10,2023-06-15,Express,CUST-3785,San Jose,CA,West,Other,PRD-O-003,Wonka Gum,41804.45,1354,22058.22,13865.01,Secret Factory,2714.74,5.39,41.446333,-90.565487,37.3382,-121.8863
ORD-305829,2023-01-20,2023-01-23,Express,CUST-2489,Dallas,TX,South,Sugar,PRD-S-005,Everlasting Gobstopper,8302.66,333,4876.79,2834.26,Secret Factory,1110.39,3.92,41.446333,-90.565487,32.7767,-96.797
ORD-954167,2023-06-29,2023-07-04,Standard,CUST-7824,Los Angeles,CA,West,Chocolate,PRD-C-003,Wonka Bar - Scrumdiddlyumptious,55266.85,4062,27785.28,22489.42,Lot's O' Nuts,614.49,5.66,32.881893,-111.768036,34.0522,-118.2437
ORD-517966,2023-04-04,2023-04-07,Same-Day,CUST-5467,San Antonio,TX,South,Sugar,PRD-S-001,Laffy Taffy,38526.46,2022,22932.03,11372.13,Sugar Shack,2088.19,3.56,48.11914,-96.18115,29.4241,-98.4936
ORD-883860,2023-12-09,2023-12-12,Same-Day,CUST-7793,Philadelphia,PA,East,Sugar,PRD-S-002,SweeTARTS,55535.78,3127,42599.12,6992.56,Sugar Shack,1900.9,3.55,48.11914,-96.18115,39.9526,-75.1652
ORD-685831,2023-03-23,2023-03-30,Standard,CUST-2100,Philadelphia,PA,East,Sugar,PRD-S-004,Fun Dip,120635.61,4046,70002.46,35251.1,Sugar Shack,1900.9,7.8,48.11914,-96.18115,39.9526,-75.1652
ORD-300402,2023-09-28,2023-10-06,Standard,CUST-2920,Los Angeles,CA,West,Sugar,PRD-S-003,Nerds,53394.43,3415,29031.54,7927.11,Sugar Shack,2406.41,8.75,48.11914,-96.18115,34.0522,-118.2437
ORD-928780,2023-04-30,2023-05-11,Standard,CUST-5684,Los Angeles,CA,West,Chocolate,PRD-C-004,Wonka Bar - Milk Chocolate,105394.27,4056,65635.4,11768.7,Wicked Choccy's,3450.46,11.32,32.076176,-81.088371,34.0522,-118.2437
ORD-120487,2023-06-13,2023-06-17,Same-Day,CUST-5572,San Diego,CA,West,Chocolate,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,129852.89,4729,76531.08,37380.1,Wicked Choccy's,3371.05,4.57,32.076176,-81.088371,32.7157,-117.1611
ORD-738901,2023-10-24,2023-10-27,Same-Day,CUST-2894,San Jose,CA,West,Sugar,PRD-S-003,Nerds,24199.33,1768,14825.52,5128.83,Sugar Shack,2401.01,3.3,48.11914,-96.18115,37.3382,-121.8863
ORD-549531,2023-07-27,2023-07-31,Express,CUST-5216,Dallas,TX,South,Chocolate,PRD-C-002,Wonka Bar - Fudge Mallows,56378.61,3841,42179.14,5609.73,Lot's O' Nuts,1397.71,4.19,32.881893,-111.768036,32.7767,-96.797
ORD-850264,2023-05-25,2023-05-27,Same-Day,CUST-2422,New York,NY,East,Other,PRD-O-003,Wonka Gum,52186.81,2673,32658.1,15817.89,Secret Factory,1388.26,2.04,41.446333,-90.565487,40.7128,-74.006
ORD-534310,2023-05-29,2023-05-31,Same-Day,CUST-4520,San Antonio,TX,South,Chocolate,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,5825.34,407,4136.57,1151.81,Lot's O' Nuts,1319.3,2.78,32.881893,-111.768036,29.4241,-98.4936
ORD-411327,2023-06-27,2023-07-05,Standard,CUST-5752,Phoenix,AZ,West,Sugar,PRD-S-003,Nerds,28141.48,2813,18574.58,-2254.4,Sugar Shack,2101.19,8.59,48.11914,-96.18115,33.4484,-112.074
ORD-468477,2023-02-08,2023-02-10,Same-Day,CUST-6625,Dallas,TX,South,Chocolate,PRD-C-004,Wonka Bar - Milk Chocolate,44559.49,1532,24177.12,18122.55,Wicked Choccy's,1475.08,2.87,32.076176,-81.088371,32.7767,-96.797
ORD-204966,2023-03-16,2023-03-21,Express,CUST-9115,Houston,TX,South,Sugar,PRD-S-002,SweeTARTS,16597.62,533,10582.97,4272.75,Sugar Shack,2042.57,5.28,48.11914,-96.18115,29.7604,-95.3698
ORD-155509,2023-09-03,2023-09-06,Same-Day,CUST-1168,San Jose,CA,West,Sugar,PRD-S-005,Everlasting Gobstopper,31163.0,1760,22905.39,3479.66,Secret Factory,2714.74,3.92,41.446333,-90.565487,37.3382,-121.8863
ORD-230465,2023-07-23,2023-08-02,Standard,CUST-5181,Los Angeles,CA,West,Chocolate,PRD-C-004,Wonka Bar - Milk Chocolate,29354.13,2932,15888.81,-6768.2,Wicked Choccy's,3450.46,10.43,32.076176,-81.088371,34.0522,-118.2437
ORD-922674,2023-01-03,2023-01-06,Same-Day,CUST-4955,Phoenix,AZ,West,Sugar,PRD-S-006,Hair Toffee,82201.22,3602,50219.18,24651.93,The Other Factory,2035.01,3.45,35.1175,-89.971107,33.4484,-112.074
ORD-732210,2023-04-26,2023-04-30,Standard,CUST-9611,Chicago,IL,Midwest,Sugar,PRD-S-004,Fun Dip,8446.65,427,6113.67,1508.75,Sugar Shack,965.13,4.32,48.11914,-96.18115,41.8781,-87.6298
ORD-636486,2023-11-05,2023-11-06,Same-Day,CUST-5578,Los Angeles,CA,West,Chocolate,PRD-C-003,Wonka Bar - Scrumdiddlyumptious,6180.74,235,3198.23,2838.1,Lot's O' Nuts,614.49,1.83,32.881893,-111.768036,34.0522,-118.2437
ORD-509899,2023-08-25,2023-08-28,Same-Day,CUST-1182,Houston,TX,South,Sugar,PRD-S-005,Everlasting Gobstopper,88900.62,3203,60070.19,24444.03,Secret Factory,1369.47,3.09,41.446333,-90.565487,29.7604,-95.3698
ORD-911115,2023-11-18,2023-11-26,Standard,CUST-3418,Los Angeles,CA,West,Sugar,PRD-S-002,SweeTARTS,35441.49,1966,25159.64,819.85,Sugar Shack,2406.41,8.09,48.11914,-96.18115,34.0522,-118.2437
ORD-441688,2023-12-16,2023-12-18,Same-Day,CUST-9139,Houston,TX,South,Other,PRD-O-003,Wonka Gum,34617.88,2013,21358.04,10503.11,Secret Factory,1369.47,2.43,41.446333,-90.565487,29.7604,-95.3698
ORD-670022,2023-03-11,2023-03-16,Express,CUST-9769,New York,NY,East,Sugar,PRD-S-003,Nerds,19299.9,2646,14346.68,-3238.96,Sugar Shack,1935.04,5.84,48.11914,-96.18115,40.7128,-74.006
ORD-863000,2023-08-16,2023-08-23,Express,CUST-8621,New York,NY,East,Chocolate,PRD-C-003,Wonka Bar - Scrumdiddlyumptious,74836.81,3665,45609.15,9027.86,Lot's O' Nuts,3444.71,7.67,32.881893,-111.768036,40.7128,-74.006
ORD-627058,2023-10-07,2023-10-10,Express,CUST-4455,Dallas,TX,South,Other,PRD-O-004,Kazookles,114465.5,4247,61144.86,48692.35,The Other Factory,681.11,3.49,35.1175,-89.971107,32.7767,-96.797
ORD-548097,2023-11-05,2023-11-11,Standard,CUST-9325,Chicago,IL,Midwest,Sugar,PRD-S-003,Nerds,50109.06,3532,28930.13,14361.23,Sugar Shack,965.13,6.35,48.11914,-96.18115,41.8781,-87.6298
ORD-520171,2023-10-16,2023-10-21,Express,CUST-8624,San Antonio,TX,South,Sugar,PRD-S-004,Fun Dip,157895.69,4851,79671.4,62016.63,Sugar Shack,2088.19,5.53,48.11914,-96.18115,29.4241,-98.4936
ORD-328253,2023-11-24,2023-11-26,Same-Day,CUST-9584,San Antonio,TX,South,Chocolate,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,100459.3,4099,76935.81,18115.7,Lot's O' Nuts,1319.3,2.9,32.881893,-111.768036,29.4241,-98.4936
ORD-991786,2023-02-09,2023-02-11,Same-Day,CUST-4350,Phoenix,AZ,West,Other,PRD-O-002,Lickable Wallpaper,82556.51,4623,60622.27,12276.48,Secret Factory,2089.07,2.92,41.446333,-90.565487,33.4484,-112.074
ORD-820902,2023-02-05,2023-02-13,Standard,CUST-9877,New York,NY,East,Sugar,PRD-S-001,Laffy Taffy,26794.86,1770,18696.31,1248.51,Sugar Shack,1935.04,8.41,48.11914,-96.18115,40.7128,-74.006
ORD-166306,2023-06-14,2023-06-17,Express,CUST-8233,Dallas,TX,South,Sugar,PRD-S-006,Hair Toffee,38713.72,3307,19946.85,15162.98,The Other Factory,681.11,3.37,35.1175,-89.971107,32.7767,-96.797
ORD-916867,2023-09-24,2023-09-27,Express,CUST-6881,Houston,TX,South,Chocolate,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,100555.59,4323,69890.23,21082.97,Wicked Choccy's,1385.38,3.75,32.076176,-81.088371,29.7604,-95.3698
